alpha,beta,gamma,cell_id,is_reference,reference_name,seed,agent_name,mean_utility,cell_utility,completion_rate,value_weighted_completion_rate,uncapped_completion_rate,cost,failure_rate,total_completed_value,total_job_value,completed_jobs,failed_jobs,steps_executed,hit_step_budget
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,367.7204,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,365.0425,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,175.4856,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,411.5056,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,285.9331,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,333.7581,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,251.8917,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,324.5585,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,239.9571,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,288.7277,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,334.9339,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,366.5771,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,239.9409,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,295.0291,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,319.6323,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,314.7085,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.05,2.0,alpha=2_beta=0.05_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,314.5353,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,301.8963,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,263.3925,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,293.6273,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,335.7204,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,345.0425,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,159.4856,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,389.5056,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,269.9331,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,315.7581,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,211.8917,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,294.5585,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,221.9571,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,266.7277,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,298.9339,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,336.5771,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,219.9409,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,265.0291,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,293.6323,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,270.7085,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.05,4.0,alpha=2_beta=0.05_gamma=4,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,270.5353,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,332.0126,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,299.105,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,327.6546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,371.8808,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,343.945,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,166.7312,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,401.7712,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,271.3462,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,311.5362,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,250.4234,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,308.577,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,224.0942,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,283.1354,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,345.6878,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,367.5942,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,227.0218,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,281.6782,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,320.6846,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,327.017,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.1,0.5,alpha=2_beta=0.1_gamma=0.5,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,322.3706,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,323.5126,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,288.605,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,318.6546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,363.8808,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,338.945,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,162.7312,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,396.2712,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,267.3462,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,307.0362,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,240.4234,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,301.077,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,219.5942,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,277.6354,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,336.6878,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,360.0942,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,222.0218,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,274.1782,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,314.1846,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,316.017,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.1,1.0,alpha=2_beta=0.1_gamma=1,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,311.3706,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,306.5126,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,267.605,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,300.6546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,347.8808,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,328.945,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,154.7312,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,385.2712,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,259.3462,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,298.0362,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,220.4234,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,286.077,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,210.5942,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,266.6354,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,318.6878,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,345.0942,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,212.0218,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,259.1782,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,301.1846,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,294.017,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.1,2.0,alpha=2_beta=0.1_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,289.3706,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,272.5126,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,225.605,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,264.6546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,315.8808,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,308.945,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,138.7312,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,363.2712,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,243.3462,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,280.0362,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,180.4234,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,256.077,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,192.5942,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,244.6354,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,282.6878,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,315.0942,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,192.0218,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,229.1782,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,275.1846,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,250.017,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.1,4.0,alpha=2_beta=0.1_gamma=4,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,245.3706,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,243.8615,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,185.7425,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,240.7365,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,312.362,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,235.6525,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,104.468,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,323.068,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,191.5855,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,204.3705,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,156.0185,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,193.1325,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,136.0055,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,216.8585,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,296.9495,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,303.1455,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,143.2645,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
