alpha,beta,gamma,cell_id,is_reference,reference_name,seed,agent_name,mean_utility,cell_utility,completion_rate,value_weighted_completion_rate,uncapped_completion_rate,cost,failure_rate,total_completed_value,total_job_value,completed_jobs,failed_jobs,steps_executed,hit_step_budget
4.0,0.25,0.5,alpha=4_beta=0.25_gamma=0.5,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,630.5765,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,100,Utility-Based Agent (Non-Learning Baseline),125.9822,665.9105,0.63,0.7174,0.63,739.878,0.17,216.97,302.44,63,17,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,560.4225,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,626.3365,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,723.922,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,651.7925,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,581.6155,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,777.308,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,516.1055,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,587.3505,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,553.2495,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,110,Utility-Based Agent (Non-Learning Baseline),89.5588,515.497,0.54,0.6149,0.54,788.412,0.13,181.4,295.03,54,13,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,542.8685,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,112,Utility-Based Agent (Non-Learning Baseline),110.2366,592.2115,0.58,0.6469,0.58,728.434,0.14,197.08,304.64,58,14,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,675.1295,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,713.7055,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,115,Utility-Based Agent (Non-Learning Baseline),71.2792,497.743,0.61,0.6772,0.61,1097.508,0.16,197.03,290.94,61,16,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,527.5055,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,636.8655,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,633.3425,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.25,1.0,alpha=4_beta=0.25_gamma=1,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,619.5765,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,100,Utility-Based Agent (Non-Learning Baseline),134.0114,669.9585,0.63,0.7195,0.63,666.086,0.17,217.62,302.44,63,17,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,539.4225,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,608.3365,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,707.922,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,641.7925,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,562.6155,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,766.308,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,508.1055,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,578.3505,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,533.2495,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),80.9592,463.193,0.51,0.5746,0.51,755.708,0.13,169.53,295.03,51,13,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,532.8685,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),115.6174,591.3385,0.59,0.6484,0.59,699.126,0.12,197.53,304.64,59,12,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,657.1295,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,698.7055,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),70.4228,481.312,0.62,0.6811,0.62,1117.472,0.16,198.17,290.94,62,16,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,512.5055,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,622.8655,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,611.3425,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.25,2.0,alpha=4_beta=0.25_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,597.5765,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),129.8078,620.2445,0.61,0.7081,0.61,673.422,0.17,214.15,302.44,61,17,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,497.4225,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,572.3365,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,675.922,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,621.7925,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,524.6155,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,744.308,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,492.1055,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,560.3505,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,493.2495,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),82.068,431.37,0.43,0.5349,0.43,687.32,0.07,157.8,295.03,43,7,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,512.8685,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),114.538,548.665,0.54,0.6134,0.54,603.42,0.12,186.88,304.64,54,12,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,621.1295,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,668.7055,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),71.4726,450.1365,0.62,0.6736,0.62,1094.974,0.15,195.97,290.94,62,15,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,482.5055,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,583.9215,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,567.3425,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.25,4.0,alpha=4_beta=0.25_gamma=4,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,553.5765,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,100,Utility-Based Agent (Non-Learning Baseline),125.9822,489.441,0.63,0.7174,0.63,739.878,0.17,216.97,302.44,63,17,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,381.985,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,490.473,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,632.724,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,476.305,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,382.571,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,651.636,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,387.171,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,413.241,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,391.539,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,110,Utility-Based Agent (Non-Learning Baseline),80.4994,286.667,0.51,0.5756,0.51,773.306,0.12,169.83,295.03,51,12,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,343.817,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,112,Utility-Based Agent (Non-Learning Baseline),115.6174,434.557,0.59,0.6484,0.59,699.126,0.12,197.53,304.64,59,12,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,602.899,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,613.791,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,115,Utility-Based Agent (Non-Learning Baseline),71.2792,231.366,0.61,0.6772,0.61,1097.508,0.16,197.03,290.94,61,16,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,355.751,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,517.211,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,540.885,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.5,0.5,alpha=4_beta=0.5_gamma=0.5,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,504.753,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,100,Utility-Based Agent (Non-Learning Baseline),130.0386,504.423,0.63,0.72,0.63,697.314,0.18,217.77,302.44,63,18,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,371.485,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,481.473,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,624.724,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,471.305,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,373.071,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,646.136,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,383.171,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,408.741,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,381.539,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,110,Utility-Based Agent (Non-Learning Baseline),80.9592,287.266,0.51,0.5746,0.51,755.708,0.13,169.53,295.03,51,13,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,338.817,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,112,Utility-Based Agent (Non-Learning Baseline),115.6174,428.557,0.59,0.6484,0.59,699.126,0.12,197.53,304.64,59,12,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,593.899,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,606.291,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,115,Utility-Based Agent (Non-Learning Baseline),71.2792,223.366,0.61,0.6772,0.61,1097.508,0.16,197.03,290.94,61,16,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,348.251,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,117,Utility-Based Agent (Non-Learning Baseline),129.7182,510.211,0.65,0.7025,0.65,506.618,0.14,194.38,276.68,65,14,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,529.885,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.5,1.0,alpha=4_beta=0.5_gamma=1,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,493.753,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,100,Utility-Based Agent (Non-Learning Baseline),130.9204,483.642,0.62,0.7141,0.62,700.396,0.15,215.96,302.44,62,15,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,350.485,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,463.473,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,608.724,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,461.305,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,354.071,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,635.136,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,375.171,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,399.741,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,361.539,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),82.068,273.54,0.43,0.5349,0.43,687.32,0.07,157.8,295.03,43,7,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),97.6094,328.817,0.65,0.7025,0.65,816.206,0.1,189.23,269.36,65,10,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),111.133,406.645,0.55,0.6172,0.55,638.87,0.13,188.02,304.64,55,13,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,575.899,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,591.291,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),71.4726,206.393,0.62,0.6736,0.62,1094.974,0.15,195.97,290.94,62,15,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,333.251,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),108.6954,417.687,0.61,0.6715,0.61,570.946,0.2,185.79,276.68,61,20,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,507.885,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
4.0,0.5,2.0,alpha=4_beta=0.5_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,471.753,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),130.423,454.245,0.61,0.7005,0.61,674.47,0.14,211.87,302.44,61,14,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,308.485,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,427.473,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,576.724,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,441.305,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),99.8722,316.071,0.63,0.671,0.63,834.178,0.19,202.29,301.48,63,19,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,613.136,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,359.171,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,381.741,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),97.5558,321.539,0.58,0.6528,0.58,686.842,0.2,186.24,285.3,58,20,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),93.592,308.26,0.51,0.5786,0.51,661.08,0.11,170.7,295.03,51,11,300,True
4.0,0.5,4.0,alpha=4_beta=0.5_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),85.0398,249.009,0.64,0.6912,0.64,911.502,0.1,186.19,269.36,64,10,300,True
